国家,指数名称,指数编码,日期,值 ,
"土耳其"	,"对中国出口"	,"120055773"	,"2015-12-31"	,"294363.8"	,
"土耳其"	,"对中国出口"	,"120055773"	,"2016-12-31"	,"278541.5"	,
"土耳其"	,"对中国出口"	,"120055773"	,"2017-12-31"	,"378343"	,
"土耳其"	,"对中国出口"	,"120055773"	,"2018-12-31"	,"375686"	,
"土耳其"	,"对中国出口"	,"120055773"	,"2019-12-31"	,"349681.9906"	,
"土耳其"	,"对中国出口"	,"120055773"	,"2020-12-31"	,"373141.1072"	,
"土耳其"	,"对中国出口"	,"120055773"	,"2021-12-31"	,"504897"	,
"土耳其"	,"对中国出口"	,"120055773"	,"2022-12-31"	,"450431"	,
"土耳其"	,"对中国出口"	,"120055773"	,"2023-12-31"	,"452447.1694"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2005-12-31"	,"1908"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2006-12-31"	,"1601.1532"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2007-12-31"	,"5014.082"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2008-12-31"	,"2844.0391"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2009-12-31"	,"3873.2297"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2010-12-31"	,"104451.9"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2011-12-31"	,"469317.3232"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2012-12-31"	,"867338.2"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2013-12-31"	,"889325.7"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2014-12-31"	,"951615.8297"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2015-12-31"	,"782766.1"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2016-12-31"	,"556329.5"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2017-12-31"	,"657512.6"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2018-12-31"	,"811937"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2019-12-31"	,"868602.2768"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2020-12-31"	,"607188.1112"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2021-12-31"	,"684446"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2022-12-31"	,"1031356"	,
"土库曼斯坦"	,"对中国出口"	,"120055765"	,"2023-12-31"	,"963322.8488"	,
"文莱"	,"对中国出口"	,"120055805"	,"2005-12-31"	,"20773"	,
"文莱"	,"对中国出口"	,"120055805"	,"2006-12-31"	,"21531.2114"	,
"文莱"	,"对中国出口"	,"120055805"	,"2007-12-31"	,"24607.7331"	,
"文莱"	,"对中国出口"	,"120055805"	,"2008-12-31"	,"8888.4918"	,
"文莱"	,"对中国出口"	,"120055805"	,"2009-12-31"	,"28199.3307"	,
"文莱"	,"对中国出口"	,"120055805"	,"2010-12-31"	,"66433"	,
"文莱"	,"对中国出口"	,"120055805"	,"2011-12-31"	,"56681.574"	,
"文莱"	,"对中国出口"	,"120055805"	,"2012-12-31"	,"37309.9"	,
"文莱"	,"对中国出口"	,"120055805"	,"2013-12-31"	,"8980.4"	,
"文莱"	,"对中国出口"	,"120055805"	,"2014-12-31"	,"18971.7197"	,
"文莱"	,"对中国出口"	,"120055805"	,"2015-12-31"	,"10115.6"	,
"文莱"	,"对中国出口"	,"120055805"	,"2016-12-31"	,"22154.6"	,
"文莱"	,"对中国出口"	,"120055805"	,"2017-12-31"	,"35181"	,
"文莱"	,"对中国出口"	,"120055805"	,"2018-12-31"	,"24751"	,
"文莱"	,"对中国出口"	,"120055805"	,"2019-12-31"	,"45287.7043"	,
"文莱"	,"对中国出口"	,"120055805"	,"2020-12-31"	,"147599.395"	,
"文莱"	,"对中国出口"	,"120055805"	,"2021-12-31"	,"222548"	,
"文莱"	,"对中国出口"	,"120055805"	,"2022-12-31"	,"224862"	,
"文莱"	,"对中国出口"	,"120055805"	,"2023-12-31"	,"194882.0614"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2005-12-31"	,"45050"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2006-12-31"	,"56593.6536"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2007-12-31"	,"36344.9961"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2008-12-31"	,"32888.1786"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2009-12-31"	,"35089.2072"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2010-12-31"	,"130224.4"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2011-12-31"	,"80737.1215"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2012-12-31"	,"109184.9"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2013-12-31"	,"193809.3"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2014-12-31"	,"159791.0202"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2015-12-31"	,"126706.4"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2016-12-31"	,"160705.8"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2017-12-31"	,"147144.9"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2018-12-31"	,"232446"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2019-12-31"	,"218078.1409"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2020-12-31"	,"148330.8489"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2021-12-31"	,"215541"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2022-12-31"	,"227641"	,
"乌兹别克斯坦"	,"对中国出口"	,"120055764"	,"2023-12-31"	,"164378.0718"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2005-12-31"	,"1651460"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2006-12-31"	,"1767261.5941"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2007-12-31"	,"1752368.4113"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2008-12-31"	,"2017126.455"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2009-12-31"	,"1780393.3383"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2010-12-31"	,"2472875.1"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2011-12-31"	,"2813992.0833"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2012-12-31"	,"2853077.8"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2013-12-31"	,"3006451.5"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2014-12-31"	,"3082873.3314"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2015-12-31"	,"2758076.3"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2016-12-31"	,"2601424.9"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2017-12-31"	,"3424962.4"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2018-12-31"	,"3372777.2"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2019-12-31"	,"3523781.8236"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2020-12-31"	,"3161807.126"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2021-12-31"	,"3881973"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2022-12-31"	,"3364172"	,
"新加坡"	,"对中国出口"	,"120055778"	,"2023-12-31"	,"3142978.9681"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2005-12-31"	,"1774"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2006-12-31"	,"5066.3716"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2007-12-31"	,"827.1701"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2008-12-31"	,"986.4841"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2009-12-31"	,"1001.6691"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2010-12-31"	,"4028.8"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2011-12-31"	,"2615.5456"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2012-12-31"	,"1091.5"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2013-12-31"	,"470.5"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2014-12-31"	,"212.8134"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2015-12-31"	,"358.8"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2016-12-31"	,"326.4"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2017-12-31"	,"133.4"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2018-12-31"	,"86.9"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2019-12-31"	,"140.9486"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2020-12-31"	,"133.1472"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2021-12-31"	,"128"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2022-12-31"	,"224"	,
"叙利亚"	,"对中国出口"	,"120055775"	,"2023-12-31"	,"155.3166"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2005-12-31"	,"35"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2006-12-31"	,"841.252"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2007-12-31"	,"3777.405"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2008-12-31"	,"1150.6191"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2009-12-31"	,"2393.8617"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2010-12-31"	,"4676.4"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2011-12-31"	,"3463.1988"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2012-12-31"	,"3406.3"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2013-12-31"	,"7313.9"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2014-12-31"	,"16717.2701"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2015-12-31"	,"20897.2"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2016-12-31"	,"28061.8"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2017-12-31"	,"30267.7"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2018-12-31"	,"30214.3"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2019-12-31"	,"53130.4034"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2020-12-31"	,"79448.688"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2021-12-31"	,"108762"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2022-12-31"	,"90747"	,
"亚美尼亚"	,"对中国出口"	,"120055688"	,"2023-12-31"	,"98712.7422"	,
"也门"	,"对中国出口"	,"120055771"	,"2005-12-31"	,"266769"	,
"也门"	,"对中国出口"	,"120055771"	,"2006-12-31"	,"223255.2307"	,
"也门"	,"对中国出口"	,"120055771"	,"2007-12-31"	,"174529.0218"	,
"也门"	,"对中国出口"	,"120055771"	,"2008-12-31"	,"320987.2995"	,
"也门"	,"对中国出口"	,"120055771"	,"2009-12-31"	,"123751.1097"	,
"也门"	,"对中国出口"	,"120055771"	,"2010-12-31"	,"277908.1"	,
"也门"	,"对中国出口"	,"120055771"	,"2011-12-31"	,"313570.2068"	,
"也门"	,"对中国出口"	,"120055771"	,"2012-12-31"	,"360405.5"	,
"也门"	,"对中国出口"	,"120055771"	,"2013-12-31"	,"306130.1"	,
"也门"	,"对中国出口"	,"120055771"	,"2014-12-31"	,"293285.3594"	,
"也门"	,"对中国出口"	,"120055771"	,"2015-12-31"	,"89813.8"	,
"也门"	,"对中国出口"	,"120055771"	,"2016-12-31"	,"16602.8"	,
"也门"	,"对中国出口"	,"120055771"	,"2017-12-31"	,"65996.2"	,
"也门"	,"对中国出口"	,"120055771"	,"2018-12-31"	,"71993.3"	,
"也门"	,"对中国出口"	,"120055771"	,"2019-12-31"	,"86662.5199"	,
"也门"	,"对中国出口"	,"120055771"	,"2020-12-31"	,"67401.9114"	,
"也门"	,"对中国出口"	,"120055771"	,"2021-12-31"	,"48617"	,
"也门"	,"对中国出口"	,"120055771"	,"2022-12-31"	,"63327"	,
"也门"	,"对中国出口"	,"120055771"	,"2023-12-31"	,"1692.882"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2005-12-31"	,"41568"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2006-12-31"	,"65327.2934"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2007-12-31"	,"76579.6913"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2008-12-31"	,"138166.4347"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2009-12-31"	,"330960.1625"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2010-12-31"	,"627519.1"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2011-12-31"	,"1044363.3871"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2012-12-31"	,"1265577.3"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2013-12-31"	,"1798476.4"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2014-12-31"	,"2076123.9088"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2015-12-31"	,"1267463"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2016-12-31"	,"1066327.1"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2017-12-31"	,"1381411.2"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2018-12-31"	,"2249527.4"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2019-12-31"	,"2392733.6322"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2020-12-31"	,"1930376.4652"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2021-12-31"	,"2665311"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2022-12-31"	,"3939520"	,
"伊拉克"	,"对中国出口"	,"120055796"	,"2023-12-31"	,"3545447.4772"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2005-12-31"	,"678668"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2006-12-31"	,"995845.6154"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2007-12-31"	,"1330559.7175"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2008-12-31"	,"1959419.5353"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2009-12-31"	,"1329997.4778"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2010-12-31"	,"1829908.3"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2011-12-31"	,"3034131.3753"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2012-12-31"	,"2486839.2"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2013-12-31"	,"2538986.4"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2014-12-31"	,"2750384.9631"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2015-12-31"	,"1605744.7"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2016-12-31"	,"1482719.2"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2017-12-31"	,"1855369.3"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2018-12-31"	,"2110228"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2019-12-31"	,"1344562.9531"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2020-12-31"	,"644155.6555"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2021-12-31"	,"650253"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2022-12-31"	,"635370"	,
"伊朗"	,"对中国出口"	,"120055797"	,"2023-12-31"	,"458152.0146"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2005-12-31"	,"843696"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2006-12-31"	,"960574.3215"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2007-12-31"	,"1239507.7625"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2008-12-31"	,"1432293.4795"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2009-12-31"	,"1366822.9375"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2010-12-31"	,"2079671.9"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2011-12-31"	,"3133738.2984"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2012-12-31"	,"3195070.3"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2013-12-31"	,"3142426.2"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2014-12-31"	,"2448524.6982"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2015-12-31"	,"1988619.4"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2016-12-31"	,"2141403.6"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2017-12-31"	,"2857430.6"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2018-12-31"	,"3414977.6"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2019-12-31"	,"3411387.4419"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2020-12-31"	,"3748185.2148"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2021-12-31"	,"6392283"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2022-12-31"	,"7789081"	,
"印度尼西亚"	,"对中国出口"	,"120055798"	,"2023-12-31"	,"7421546.035"	,
"约旦"	,"对中国出口"	,"120055793"	,"2005-12-31"	,"7887"	,
"约旦"	,"对中国出口"	,"120055793"	,"2006-12-31"	,"5323.1886"	,
"约旦"	,"对中国出口"	,"120055793"	,"2007-12-31"	,"8206.8909"	,
"约旦"	,"对中国出口"	,"120055793"	,"2008-12-31"	,"12317.5273"	,
"约旦"	,"对中国出口"	,"120055793"	,"2009-12-31"	,"11226.3782"	,
"约旦"	,"对中国出口"	,"120055793"	,"2010-12-31"	,"16470.6"	,
"约旦"	,"对中国出口"	,"120055793"	,"2011-12-31"	,"25672.183"	,
"约旦"	,"对中国出口"	,"120055793"	,"2012-12-31"	,"29710.3"	,
"约旦"	,"对中国出口"	,"120055793"	,"2013-12-31"	,"16987.5"	,
"约旦"	,"对中国出口"	,"120055793"	,"2014-12-31"	,"26320.4026"	,
"约旦"	,"对中国出口"	,"120055793"	,"2015-12-31"	,"28752.1"	,
"约旦"	,"对中国出口"	,"120055793"	,"2016-12-31"	,"21116.1"	,
"约旦"	,"对中国出口"	,"120055793"	,"2017-12-31"	,"27918.5"	,
"约旦"	,"对中国出口"	,"120055793"	,"2018-12-31"	,"21418.2"	,
"约旦"	,"对中国出口"	,"120055793"	,"2019-12-31"	,"43406.0039"	,
"约旦"	,"对中国出口"	,"120055793"	,"2020-12-31"	,"42572.9742"	,
"约旦"	,"对中国出口"	,"120055793"	,"2021-12-31"	,"42471"	,
"约旦"	,"对中国出口"	,"120055793"	,"2022-12-31"	,"74587"	,
"约旦"	,"对中国出口"	,"120055793"	,"2023-12-31"	,"70592.0459"	,
"越南"	,"对中国出口"	,"120055770"	,"2005-12-31"	,"255284"	,
"越南"	,"对中国出口"	,"120055770"	,"2006-12-31"	,"248607.63"	,
"越南"	,"对中国出口"	,"120055770"	,"2007-12-31"	,"322628.0825"	,
"越南"	,"对中国出口"	,"120055770"	,"2008-12-31"	,"433631.747"	,
"越南"	,"对中国出口"	,"120055770"	,"2009-12-31"	,"474752.76"	,
"越南"	,"对中国出口"	,"120055770"	,"2010-12-31"	,"698454.2"	,
"越南"	,"对中国出口"	,"120055770"	,"2011-12-31"	,"1111770.0164"	,
"越南"	,"对中国出口"	,"120055770"	,"2012-12-31"	,"1623129.4"	,
"越南"	,"对中国出口"	,"120055770"	,"2013-12-31"	,"1689189.3"	,
"越南"	,"对中国出口"	,"120055770"	,"2014-12-31"	,"1990639.7835"	,
"越南"	,"对中国出口"	,"120055770"	,"2015-12-31"	,"2983174.5"	,
"越南"	,"对中国出口"	,"120055770"	,"2016-12-31"	,"3717160.4"	,
"越南"	,"对中国出口"	,"120055770"	,"2017-12-31"	,"5037461.7"	,
"越南"	,"对中国出口"	,"120055770"	,"2018-12-31"	,"6395634.9"	,
"越南"	,"对中国出口"	,"120055770"	,"2019-12-31"	,"6411667.4838"	,
"越南"	,"对中国出口"	,"120055770"	,"2020-12-31"	,"7847442.5894"	,
"越南"	,"对中国出口"	,"120055770"	,"2021-12-31"	,"9231942"	,
"越南"	,"对中国出口"	,"120055770"	,"2022-12-31"	,"8794254"	,
"越南"	,"对中国出口"	,"120055770"	,"2023-12-31"	,"9218183.7813"	,
